"","TehsilNo","Zone name","District name","Tehsil name","Village name","State","Crop","Year","Zone No.","Cultivator No.","Ha-months in ground (Ha.)","Parcel Plot Season (PPS)","Main Product (Qtls.)","Crop Area (Ha.)","Main Product (Rs.)","By Product (Rs.)","Family Labour (Hrs.)","Family Labour (Rs.)","Attached Labour (Hrs.)","Attached Labour (Rs.)","Casual Labour (Hrs.)","Casual Labour (Rs.)","Hired Animal Labour (Hrs.)","Hired Animal Labour (Rs.)","Owned Animal Labour (Hrs.)","Owned Animal Labour (Rs.)","Hired Machine (Hrs.)","Hired Machine (Rs.)","Own Machine (Hrs.)","Own Machine (Rs.)","Hired Irrigation Machine (Hrs.)","Hired Irrigation Machine (Rs.)","Owned Irrigation Machine (Hrs.)","Owned Irrigation Machine (Rs.)","Canal and Other Irrigation Charges (Rs)","Seed Qty. (Kg.)","Seed Value (Rs.)","Fertiliser (N) (Kg.)","Fertiliser (N) (Rs.)","Fertiliser (P) (Kg.)","Fertiliser (P) (Rs.)","Fertiliser (K) (Kg.)","Fertiliser (K) (Rs.)","Other Fertiliser (Kg.)","Other Fertiliser (Rs.)","Total Fertiliser (Kg.)","Total Fertiliser (Rs.)","Manure (Qtl.)","Manure (Rs.)","Insecticides (Rs.)","Crop Insurance (Rs.)","Payment to Contractor (Rs.)","Miscelaneous Cost (Rs.)","Land Revenue (Rs.)","Rent Paid for Leased in Land (Rs.)","Imputed Rent (Rs.)","Total Depreciation (Rs.)","Total Capital (Rs.)","Sample No. of Growers in size group","Total Number of Growers in size group","Cluster Factor/Weight","Area of all selected crops in Village (Ha.)","No. of Villages in Tehsil","Area of Crop in Zone (Ha.)","Production of Crop in Zone (Qtl.)","No. of Tehsils in Zone","Sample Tehsils in Zone","Area of all selected crops in Zone (Ha.)","Interest on working capital rate(%)","Interest on fixed capital rate(%)","Minimum Rent (%age of GVO)","Maximum Rent (%age of GVO)","Sample Zone in State","Sample Clusters in State","Tenure","Variety"
"1048",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Wheat","2017-18",2,9,5,1012,30.5,1,45750,12400,73,1926.54,0,0,192.32,5000,0,0,0,0,7.5,6250,0,0,0,0,30,2934,0,105,3150,87,1291.65,46,2188.35,15,400,0,0,148,3880,0,0,0,0,NA,0,183.33,0,18333.33,1135,25110,2,2,1,137.75,183,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1049",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Masur (Lentil)","2017-18",2,9,1.2,4012,3.6,0.3,9360,500,23,606.99,0,0,40.08,1050,0,0,0,0,1.83,1500,0,0,0,0,0,0,0,9,450,2.7,33.07,6.9,341.93,0,0,0,0,9.6,375,0,0,0,0,NA,0,29.33,0,2666.67,723,9728,2,2,1,137.75,183,7388,6562,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1050",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Masur (Lentil)","2017-18",2,10,2.4,4012,5.4,0.6,14040,750,27,712.56,0,0,77.44,2000,0,0,24,3840,2.25,1875,0,0,0,0,0,0,0,18,900,5.4,66.14,13.8,683.86,0,0,0,0,19.2,750,0,0,0,0,NA,0,66,0,5176.5,860,65370,2,2,1,137.75,183,7388,6562,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1051",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Wheat","2017-18",2,10,5,1012,28,1,42000,11200,75,1979.32,0,0,192.32,5000,0,0,0,0,7.5,6250,0,0,0,0,29,2900,0,105,2310,87,1291.65,46,2188.35,15,400,0,0,148,3880,0,0,0,0,NA,0,183.33,0,18333.33,1252,86895,2,2,1,137.75,183,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1052",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Wheat","2017-18",2,5,2,1012,10,0.4,15000,4000,63,1662.63,0,0,80.16,2100,0,0,0,0,1,1020,2.5,36.13,0,0,10,1000,0,40,1200,36.6,585.83,23,1094.17,6,180,0,0,65.6,1860,0,0,0,0,NA,0,70.4,0,6400,2111,417322,50,6,8.33,137.75,183,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1053",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Wheat","2017-18",2,5,2.5,2012,13.1,0.5,19650,5400,68,1794.58,0,0,96.16,2500,0,0,0,0,1,1020,3.5,50.58,0,0,13,1300,0,50,1500,43.5,665.83,23,1094.17,9,240,0,0,75.5,2000,0,0,0,0,NA,0,94.83,0,8620.69,2111,417322,50,6,8.33,137.75,183,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1054",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Rapeseed & Mustard","2017-18",2,6,0.8,3012,1.8,0.2,5760,600,31,818.09,0,0,56.16,1550,0,0,0,0,0,0,1.25,369.7,0,0,3,300,0,1,240,12.8,204.09,9.2,455.91,3,85,0,0,25,745,0,0,0,0,NA,0,37.05,0,2226,1838,296857,25,1,25,137.75,183,14684,16518,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1055",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Jute","2017-18",2,5,1,3013,4.2,0.2,10080,600,71,1873.76,0,0,144.16,3800,0,0,0,0,0,0,2.5,36.13,0,0,0,0,0,1.5,450,12.8,205.86,9.2,474.14,0,0,0,0,22,680,0,0,0,0,NA,0,24.44,0,2222.22,1661,397867,22,4,5.5,137.75,183,91262,243743,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1056",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Wheat","2017-18",2,7,3,1012,15.2,0.6,22800,6000,52,1372.33,0,0,96.16,2500,0,0,0,0,1.25,1125,3.5,50.58,0,0,16,1600,0,62,1364,47.6,726.99,27.6,1313.01,9,240,0,0,84.2,2280,0,0,0,0,NA,0,105.6,0,9.6,2774,532566,50,6,8.33,137.75,183,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1057",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Wheat","2017-18",2,7,4,2012,20.6,0.8,30900,8400,57,1504.28,0,0,130.88,3400,0,0,0,0,1.75,1575,4,57.8,0,0,19,1900,0,84,1848,69.6,1069.32,36.8,1750.68,12,320,0,0,118.4,3140,0,0,0,0,NA,0,146.67,0,13333.33,2774,532566,50,6,8.33,137.75,183,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1058",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Wheat","2017-18",2,10,4,2012,22.15,0.8,33225,9000,63,1662.63,0,0,178.88,4600,0,0,32,5120,4,3400,0,0,0,0,21,2100,0,85,1870,69.6,1046.38,36.8,1823.62,12,320,0,0,118.4,3190,0,0,0,0,NA,0,138.04,0,12549.02,1252,86895,2,2,1,137.75,183,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1059",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Wheat","2017-18",2,10,5,3012,30.5,1,45750,12400,80,2111.28,0,0,197.6,5100,0,0,0,0,7.5,6250,0,0,0,0,31,3100,0,105,3150,87,1291.65,46,2188.35,15,400,0,0,148,3880,0,0,0,0,NA,0,183.33,0,18333.33,1252,86895,2,2,1,137.75,183,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1060",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Masur (Lentil)","2017-18",2,4,1.2,3012,3,0.3,7500,300,51,1345.94,0,0,0,0,0,0,8,1280,0.75,600,0,0,0,0,0,0,0,10,500,2.7,33.07,6.9,341.93,0,0,0,0,9.6,375,0,0,0,0,NA,0,29.33,0,2666.67,558,29875,35,3,11.67,137.75,183,7388,6562,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1061",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Masur (Lentil)","2017-18",2,7,0.8,3012,2.3,0.2,5980,300,21,554.21,0,0,26.72,700,0,0,0,0,0.25,225,1.5,21.68,0,0,0,0,0,8,400,1.8,22.05,4.6,227.95,0,0,0,0,6.4,250,0,0,0,0,NA,0,21.46,0,1873.17,2514,519101,35,3,11.67,137.75,183,7388,6562,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1062",21,"II","Supaul","Nirmalli","Manjhari","Bihar","Masur (Lentil)","2017-18",2,5,0.8,3012,2.1,0.2,5250,200,29,765.34,0,0,10.72,300,0,0,0,0,0.25,225,1.5,21.68,0,0,0,0,0,6,300,1.8,22.05,4.6,227.95,0,0,0,0,6.4,250,0,0,0,0,NA,0,19.56,0,1777.78,1911,398617,35,3,11.67,137.75,183,7388,6562,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1063",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,2,2,1012,7,0.4,10500,2250,53,1762.3,0,0,194.96,6450,0,0,0,0,3.33,2267,0,0,12,1200,0,0,0,44,880,25.04,420.04,12.8,734.11,6.4,197.84,0,0,44.24,1351.99,0,0,0,0,NA,0,48.39,0,1935.48,517,1076,140,2,70,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1064",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,9,9,3012,66,1.5,72600,6800,0,0,0,0,662.32,21900,0,0,0,0,29.5,8900,0,0,45,4500,0,0,0,30,6000,68.4,1050.71,69,3419.29,0,0,0,0,137.4,4470,0,0,0,0,NA,0,192.86,0,7714.29,922,3162,1,1,1,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1065",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,9,9,4012,63,1.5,69300,6500,0,0,0,0,843.92,28450,0,0,0,0,24.75,6450,0,0,45,4500,0,0,0,30,6000,68.4,1050.71,69,3419.29,0,0,0,0,137.4,4470,0,0,0,0,NA,0,192.86,0,7714.29,922,3162,1,1,1,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1066",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,5,5,1012,29.75,1,44625,7750,52,1729.05,0,0,323.2,10250,0,0,0,0,8,5400,0,0,12,1200,0,0,0,110,2200,62.6,1050.11,32,1835.28,16,494.61,0,0,110.6,3380,0,0,0,0,NA,0,120,0,4800,672,2430,24,2,12,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1067",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,8,2.5,3012,14.7,0.5,22050,4000,37,1230.29,0,0,173.68,5850,0,0,0,0,4.5,3100,0,0,15,1500,0,0,0,55,1100,31.3,525.05,16,917.64,8,247.31,0,0,55.3,1690,0,0,0,0,NA,0,62.5,0,2500,863,2942,7,2,3.5,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1068",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,1,2.5,1012,11,0.5,16500,2600,40,1330.04,0,0,176.32,5900,0,0,0,0,4,2700,0,0,15,1460,0,0,0,55,1100,31.3,525.05,16,917.64,8,247.31,0,0,55.3,1690,0,0,0,0,NA,0,40.94,0,1637.55,374,1147,140,2,70,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1069",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,3,3,1012,11.22,0.6,16830,3000,49,1629.3,0,0,122.8,4000,0,0,0,0,4.8,3240,0,0,18,1800,0,0,0,66,1320,37.56,630.07,19.2,1101.17,9.6,296.77,0,0,66.36,2028.01,0,0,0,0,NA,0,71.81,0,2872.34,458,1594,28,2,14,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1070",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,7,7.5,3012,44.1,1.5,66150,11500,39,1296.79,0,0,511.84,17550,0,0,0,0,13,8900,0,0,45,4500,0,0,0,165,3300,93.9,1575.16,48,2752.92,24,741.92,0,0,165.9,5070,0,0,0,0,NA,0,187.5,0,7500,854,2942,7,2,3.5,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1071",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,4,3,1012,16.9,0.6,25350,4500,78,2593.58,0,0,144.32,4900,0,0,0,0,0,0,5,1478.8,0,0,18,1800,0,66,1320,37.56,630.07,19.2,1101.17,9.6,296.77,0,0,66.36,2028.01,0,0,0,0,NA,0,72.58,0,2903.23,407,183062,28,2,14,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1072",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Rapeseed & Mustard","2017-18",2,10,1.25,5012,6,0.25,13530,700,0,0,0,0,120,3750,0,0,0,0,1.25,75,1.27,375.62,0,0,3.75,290.45,0,1.25,187.5,15.65,262.53,8,458.82,4,123.65,0,0,27.65,845,0,0,50,0,NA,0,31.25,0,1250,2789,211570,1,1,1,210.9,426,14684,16518,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1073",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,6,2.5,1012,15.4,0.5,23100,4000,36,1197.04,0,0,162.96,5450,0,0,0,0,4,2700,0,0,15,1500,0,0,0,55,1100,31.3,525.05,16,917.64,8,247.31,0,0,55.3,1690,0,0,0,0,NA,0,58.59,0,2343.75,523,1767,24,2,12,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1074",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,3,1,3012,3,0.2,4500,1000,33,1097.28,0,0,48.08,1600,0,0,0,0,1.7,1140,0,0,6,600,0,0,0,22,440,12.52,210.02,6.4,367.06,3.2,98.92,0,0,22.12,676,0,0,0,0,NA,0,25,0,1000,458,1594,28,2,14,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1075",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,8,3,2012,20.5,0.5,22550,2200,19,631.77,0,0,218.96,7200,0,0,0,0,9.5,2900,0,0,15,1500,0,0,0,10,2000,22.8,350.24,23,1139.76,0,0,0,0,45.8,1490,0,0,0,0,NA,0,64.29,0,2571.43,863,2942,7,2,3.5,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1076",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,7,2.5,2012,15.4,0.5,23100,4250,37,1230.29,0,0,157.68,5350,0,0,0,0,4.5,3100,0,0,15,1500,0,0,0,55,1100,31.3,525.05,16,917.64,8,247.31,0,0,55.3,1690,0,0,0,0,NA,0,62.5,0,2500,854,2942,7,2,3.5,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1077",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,2,2,2012,16,0.4,18260,2000,44,1463,0,0,101.52,3400,0,0,0,0,7.5,2170,0,0,12,1200,0,0,0,8,1600,18.24,280.19,18.4,911.81,0,0,0,0,36.64,1192,0,0,0,0,NA,0,50,0,2000,517,1076,140,1,140,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1078",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,8,7.5,4012,44.62,1.5,66930,11500,20,665.02,0,0,709.12,20225,0,0,0,0,13.5,5700,0,0,45,4500,0,0,0,165,3300,93.9,1575.16,48,2752.92,24,741.92,0,0,165.9,5070,0,0,0,0,NA,0,187.5,0,7500,863,2942,7,2,3.5,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1079",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,9,5,1012,29.75,1,44625,7750,0,0,0,0,362,11725,0,0,0,0,8.5,5800,0,0,30,3000,0,0,0,110,2200,62.6,1050.11,32,1835.28,16,494.61,0,0,110.6,3380,0,0,0,0,NA,0,113.64,0,4545.45,922,3162,4,2,2,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1080",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,10,7.5,1012,28.05,1.5,42075,8500,0,0,0,0,779.52,25400,0,0,0,0,0,0,12,3549.12,0,0,45,3485.37,0,165,3300,93.9,1575.16,48,2752.92,24,741.92,0,0,165.9,5070,0,0,0,0,NA,0,175.78,0,7031.25,3822,235670,4,2,2,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1081",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,10,2.5,4012,9.02,0.5,13530,2750,0,0,0,0,333.84,11050,0,0,0,0,0,0,4,1183.04,0,0,15,1161.79,0,55,1100,31.3,525.05,16,917.64,8,247.31,0,0,55.3,1690,0,0,0,0,NA,0,62.5,0,2500,3822,235670,4,2,2,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1082",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Rapeseed & Mustard","2017-18",2,1,1.5,2012,7,0.3,21000,800,34,1130.5,0,0,53.44,1750,0,0,0,0,3,1050,0,0,3,300,0,0,0,1.5,225,15.18,264,0,0,0,0,0,0,15.18,264,0,0,60,0,NA,0,25,0,1000,342,1047,26,1,26,210.9,426,14684,16518,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1083",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Rapeseed & Mustard","2017-18",2,6,1.5,4012,7,0.3,16830,800,33,1097.28,0,0,72,2250,0,0,0,0,3,1050,0,0,3,300,0,0,0,1.5,225,22.08,384,0,0,0,0,0,0,22.08,384,0,0,60,0,NA,0,37.5,0,1500,470,1607,7,1,7,210.9,426,14684,16518,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1084",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Rapeseed & Mustard","2017-18",2,10,5,2012,24,1,54120,2600,0,0,0,0,429.52,13650,0,0,0,0,5,500,5,1478.8,0,0,15,1161.79,0,5,750,61.6,1036.82,32,1845.75,16,497.43,0,0,109.6,3380,0,0,200,0,NA,0,125,0,5000,2789,211570,1,1,1,210.9,426,14684,16518,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1085",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Rapeseed & Mustard","2017-18",2,10,3.75,3012,18,0.75,39600,1900,0,0,0,0,320.24,10300,0,0,0,0,3.75,375,3.73,1103.18,0,0,12,929.43,0,3.75,562,46.95,787.58,24,1376.46,12,370.96,0,0,82.95,2535,0,0,150,0,NA,0,93.75,0,3750,2789,211570,1,1,1,210.9,426,14684,16518,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1086",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,7,1.8,4012,12.3,0.3,13530,1400,23,764.77,0,0,117.52,3900,0,0,0,0,6.5,1900,0,0,9,900,0,0,0,6,1200,11.88,195.03,9.6,550.58,4.8,148.38,0,0,26.28,893.99,0,0,0,0,NA,0,38.57,0,1542.86,854,2942,7,2,3.5,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1087",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,7,4.2,5012,28,0.7,30800,3000,51,1695.8,0,0,264.4,8750,0,0,0,0,13.5,4100,0,0,21,2100,0,0,0,14,2800,27.72,455.08,22.4,1284.7,11.2,346.23,0,0,61.32,2086.01,0,0,0,0,NA,0,90,0,3600,854,2942,7,2,3.5,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1088",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,8,6,1012,40,1,44000,4200,28,931,0,0,398.08,13350,0,0,0,0,18,5600,0,0,30,3000,0,0,0,20,4000,45.6,700.47,46,2279.53,0,0,0,0,91.6,2980,0,0,0,0,NA,0,121.62,0,5142.86,863,2942,7,2,3.5,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1089",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,8,7.8,5012,57.2,1.3,62920,6000,0,0,0,0,587.36,18400,0,0,0,0,24.5,7500,0,0,39,3900,0,0,0,26,5200,59.28,910.61,59.8,2963.39,0,0,0,0,119.08,3874,0,0,0,0,NA,0,167.14,0,6685.71,863,2942,7,2,3.5,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1090",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,9,12,2012,80,2,88000,8300,0,0,0,0,825.84,27000,0,0,0,0,37,11400,0,0,60,6000,0,0,0,40,8000,91.2,1400.95,92,4559.05,0,0,0,0,183.2,5960,0,0,0,0,NA,0,257.14,0,10285.71,922,3162,1,1,1,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1091",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,5,4.2,3012,28.7,0.7,31570,3000,59,1961.81,0,0,219.12,7400,0,0,0,0,13.75,3450,0,0,21,2100,0,0,0,14,2800,48.02,770.33,32.2,1595.67,0,0,0,0,80.22,2366,0,0,0,0,NA,0,90,0,3600,672,2430,24,2,12,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1092",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,3,4,2012,35.2,0.8,38720,3700,64,2128,0,0,227.2,7750,0,0,0,0,15,4340,0,0,24,2400,0,0,0,16,3200,36.48,560.38,36.8,1823.62,0,0,0,0,73.28,2384,0,0,0,0,NA,0,100,0,4000,458,1594,28,2,14,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1093",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,4,3.6,2012,25.8,0.6,28380,2700,80,2660.08,0,0,155.04,5300,0,0,0,0,8,1600,3,887.28,0,0,18,1800,0,12,2400,27.36,420.28,27.6,1367.72,0,0,0,0,54.96,1788,0,0,0,0,NA,0,77.14,0,3085.71,407,183062,28,2,14,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1094",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,5,4.8,2012,32,0.8,35200,3400,66,2194.57,0,0,229.84,7800,0,0,0,0,16,4000,0,0,24,2400,0,0,0,16,3200,36.48,560.38,36.8,1823.62,0,0,0,0,73.28,2384,0,0,0,0,NA,0,102.86,0,4114.29,672,2430,24,2,12,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1095",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,6,2.4,2012,16,0.4,17600,1700,50,1662.55,0,0,227.04,7550,0,0,0,0,8,2400,0,0,12,1200,0,0,0,8,1600,18.24,280.19,18.4,911.81,0,0,0,0,36.64,1192,0,0,0,0,NA,0,51.43,0,2057.14,523,1767,24,2,12,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1096",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,6,4.8,3012,32.8,0.8,36080,3400,64,2128.06,0,0,285.84,9316,0,0,0,0,15,4600,0,0,24,2400,0,0,0,16,3200,36.48,560.38,36.8,1823.62,0,0,0,0,73.28,2384,0,0,0,0,NA,0,102.86,0,4114.29,523,1767,24,2,12,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1097",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Maize","2017-18",2,7,6,1012,42.5,1,46750,4400,36,1197.04,0,0,309.92,11250,0,0,0,0,18,5600,0,0,30,3000,0,0,0,20,4000,45.6,700.47,46,2279.53,0,0,0,0,91.6,2980,0,0,0,0,NA,0,121.62,0,4864.86,854,2942,7,2,3.5,210.9,426,321593,2378938,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1098",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,10,7.5,6012,27.06,1.5,40590,8000,0,0,0,0,924.24,30550,0,0,0,0,0,0,12,3549.12,0,0,45,3485.37,0,165,3300,93.9,1575.16,48,2752.92,24,741.92,0,0,165.9,5070,0,0,0,0,NA,0,187.5,0,7500,3822,235670,4,2,2,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1099",22,"II","Katihar","Katihar Sadar","Khorwa","Bihar","Wheat","2017-18",2,10,2.5,7012,9.24,0.5,13860,2750,0,0,0,0,333.84,11050,0,0,0,0,0,0,4,1183.04,0,0,15,1161.79,0,55,1100,31.3,525.05,16,917.64,8,247.31,0,0,55.3,1690,0,0,0,0,NA,0,62.5,0,2500,3822,235670,4,2,2,210.9,426,236799,585949,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1100",23,"II","Purnea","Baisi","Sisabari","Bihar","Paddy","2017-18",2,9,3,1013,31.5,1,37800,7800,246,8462.4,0,0,331.44,11300,0,0,0,0,9.42,6042,0,0,0,0,80,6844,0,50,1600,54.8,958.11,46,2461.89,0,0,0,0,100.8,3420,0,0,0,0,NA,0,137.2,0,8250,720,34516,22,6,3.67,222.56,1113,714761,1513372,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
"1101",23,"II","Purnea","Baisi","Sisabari","Bihar","Rapeseed & Mustard","2017-18",2,10,4,3012,10,0.8,37800,1300,82,2820.8,0,0,179.12,6150,0,0,0,0,5.33,3333,0,0,0,0,20,1745.2,0,4,800,27.6,540,0,0,0,0,0,0,27.6,540,12,1200,0,0,NA,0,200,0,8800,278,31258,13,5,2.6,222.56,1113,14684,16518,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"1102",23,"II","Purnea","Baisi","Sisabari","Bihar","Paddy","2017-18",2,5,2.4,1013,22,0.8,26400,5300,199,6845.6,0,0,286,9500,0,0,0,0,7.33,4500,0,0,0,0,80,7033.6,0,38,1254,47.5,832.39,39.1,2092.61,0,0,0,0,86.6,2925,0,0,0,0,NA,0,87.72,0,6600,747,34408,22,6,3.67,222.56,1113,714761,1513372,20,9,1514352,12.5,10,0,35,4,45,"Owned & managed","Improved"
